lat,long
47.5284,-122.387
47.6677,-122.324
47.5869,-121.967
47.6381,-122.062
47.6408,-122.403
47.4868,-122.33
47.7076,-122.377
47.5162,-122.176
47.5491,-122.005
47.3625,-122.084
47.6735,-122.041
47.4976,-122.262
47.3215,-122.351
47.3278,-122.262
47.4561,-122.357
47.7294,-122.341
47.6367,-121.958
47.5402,-122.298
47.444,-122.187
47.422,-122.066
47.469,-122.063
47.5727,-122.372
47.6813,-122.367
47.6803,-122.371
47.6825,-122.307
47.6785,-122.351
47.5498,-122.214
47.5261,-122.162
47.6742,-122.35
47.5616,-122.275
47.5808,-122.189
47.734,-122.19
47.5691,-122.284
47.3735,-122.43
47.7389,-122.221
47.6735,-122.393
47.4977,-122.163
47.6973,-122.36
47.7355,-122.095
47.4489,-122.456
47.5897,-122.229
47.339,-122.266
47.4999,-122.327
47.7688,-122.218
47.4286,-122.179
47.5795,-122.285
47.5851,-122.072
47.6937,-122.338
47.6572,-122.335
47.627,-122.361
47.4012,-122.11
47.7274,-122.357
47.6215,-122.224
47.2052,-121.987
47.325,-122.205
47.5743,-122.209
47.5834,-122.307
47.6847,-122.318
47.6059,-122.3
47.429,-122.154
47.4479,-122.213
47.3694,-122.032
47.3392,-121.897
47.7263,-122.314
47.7604,-122.331
47.4797,-122.358
47.4869,-122.34
47.4869,-122.34
47.5679,-122.409
47.3554,-122.298
47.4551,-122.272
47.4667,-122.214
47.7461,-122.324
47.6734,-122.329
47.5672,-122.111
47.6268,-122.05
47.6483,-122.163
47.3324,-122.17
47.7436,-122.356
47.6382,-122.11
47.4678,-122.294
47.4476,-122.169
47.7017,-122.354
47.5803,-122.294
47.6151,-122.145
47.6896,-122.357
47.5529,-122.305
47.6725,-122.329
47.5243,-122.204
47.5636,-121.932
47.6591,-122.392
47.5263,-122.051
47.3133,-122.364
47.2924,-122.271
47.5266,-122.392
47.6347,-122.355
47.4878,-122.221
47.2917,-122.375
47.4659,-122.116
47.7477,-122.117
47.3623,-122.309
47.7709,-122.297
47.4963,-121.787
47.4459,-122.272
47.7743,-122.27
47.504,-122.362
47.5577,-122.399
47.6313,-122.172
47.6412,-122.079
47.3639,-122.109
47.5188,-122.265
47.3116,-122.358
47.5922,-122.388
47.7248,-122.325
47.6418,-122.394
47.4773,-122.28
47.6317,-122.124
47.5658,-122.018
47.6843,-122.185
47.3612,-122.284
47.5485,-122.302
47.6146,-122.114
47.637,-121.969
47.3672,-122.126
47.4503,-122.157
47.695,-122.176
47.3087,-122.354
47.5203,-122.393
47.6999,-122.391
47.6221,-122.325
47.5578,-122.132
47.5577,-122.391
47.4438,-122.34
47.5237,-122.199
47.7424,-122.091
47.6481,-121.916
47.5615,-122.165
47.7675,-122.279
47.2649,-122.218
47.6342,-122.353
47.3826,-122.146
47.6933,-122.272
47.6972,-122.341
47.5599,-122.121
47.6888,-122.308
47.483,-122.33
47.6828,-122.388
47.4789,-121.779
47.4749,-122.339
47.674,-122.379
47.674,-122.379
47.4646,-121.759
47.6782,-122.397
47.7304,-122.227
47.7046,-122.293
47.5591,-122.268
47.5944,-122.155
47.4485,-122.355
47.5402,-122.38
47.6802,-121.908
47.6567,-122.13
47.206,-121.998
47.5607,-122.217
47.6692,-122.136
47.2808,-122.225
47.4942,-122.235
47.525,-122.356
47.6557,-122.388
47.59,-122.081
47.5892,-122.202
47.5773,-122.393
47.6712,-122.279
47.4682,-122.283
47.7719,-122.338
47.5329,-122.294
47.5351,-122.223
47.377,-122.31
47.371,-122.127
47.654,-122.337
47.432,-122.348
47.4034,-122.189
47.4656,-121.756
47.3172,-122.322
47.6717,-122.025
47.7503,-122.348
47.5451,-122.014
47.549,-122.305
47.327,-122.039
47.4981,-121.772
47.5498,-122.383
47.5471,-122.133
47.572,-122.139
47.5387,-121.879
47.5904,-122.315
47.7749,-122.048
47.6068,-122.13
47.3679,-122.182
47.3666,-121.978
47.5407,-121.86
47.7632,-122.29
47.4378,-122.279
47.7108,-122.12
47.5641,-122.393
47.4896,-122.204
47.6729,-122.299
47.5448,-122.174
47.3585,-121.975
47.3357,-122.175
47.6112,-122.303
47.3245,-122.209
47.4759,-121.735
47.5915,-122.202
47.5133,-122.196
47.6369,-122.355
47.573,-122.225
47.5539,-122.268
47.503,-122.356
47.4362,-122.286
47.2979,-122.224
47.5759,-122.223
47.5496,-122.311
47.6703,-122.41
47.7772,-122.296
47.6652,-122.362
47.7478,-122.338
47.6748,-122.386
47.4036,-122.191
47.6872,-122.123
47.737,-122.305
47.5483,-122.277
47.7121,-122.287
47.5447,-122.27
47.5601,-122.363
47.2956,-122.272
47.4097,-122.063
47.5637,-122.085
47.739,-122.194
47.6904,-122.397
47.7171,-122.32
47.7317,-122.181
47.678,-122.269
47.445,-122.276
47.6771,-122.172
47.3576,-122.156
47.6799,-122.268
47.762,-122.355
47.715,-122.121
47.538,-122.223
47.7717,-122.112
47.7512,-122.281
47.6197,-122.3
47.453,-122.118
47.6102,-121.993
47.3782,-122.161
47.6878,-122.366
47.5662,-122.379
47.6286,-122.051
47.4848,-121.801
47.5979,-122.135
47.7429,-122.285
47.7151,-122.227
47.6319,-122.288
47.566,-122.373
47.5828,-122.395
47.6731,-122.199
47.7149,-121.96
47.3489,-122.022
47.6384,-121.959
47.6386,-122.183
47.4514,-122.134
47.6737,-122.284
47.6116,-122.169
47.4703,-122.112
47.7306,-121.966
47.6168,-122.216
47.6357,-122.324
47.532,-121.761
47.6963,-122.342
47.774,-122.134
47.6205,-122.294
47.6317,-122.114
47.3186,-122.289
47.681,-122.388
47.681,-122.388
47.4743,-122.274
47.505,-122.258
47.4966,-122.255
47.6206,-122.225
47.4476,-121.723
47.7066,-121.968
47.5459,-122.27
47.6452,-122.373
47.7285,-122.179
47.4752,-122.271
47.5298,-122.273
47.6561,-122.274
47.5323,-122.351
47.3509,-122.323
47.4218,-122.218
47.7046,-122.107
47.7179,-122.316
47.3646,-122.211
47.5707,-122.129
47.6914,-122.214
47.6707,-122.288
47.4572,-122.007
47.68,-122.165
47.5825,-121.97
47.5293,-122.287
47.3338,-122.268
47.6617,-122.349
47.4899,-122.337
47.4899,-122.337
47.7614,-122.229
47.624,-122.2
47.5265,-122.05
47.7209,-122.331
47.7084,-122.277
47.6943,-122.209
47.4497,-122.289
47.4497,-122.289
47.6392,-122.163
47.4743,-122.17
47.5716,-122.159
47.7258,-122.117
47.6034,-122.172
47.6592,-122.399
47.7721,-121.924
47.484,-122.346
47.6422,-122.361
47.3261,-122.355
47.3046,-122.215
47.4946,-122.187
47.6073,-122.192
47.3785,-122.322
47.551,-122.369
47.5892,-122.29
47.6806,-122.167
47.598,-121.972
47.6374,-122.288
47.5703,-121.996
47.7743,-122.286
47.3865,-122.322
47.5798,-122.393
47.6078,-122.169
47.6901,-122.362
47.547,-122.302
47.5895,-122.229
47.3526,-122.012
47.4672,-122.296
47.6294,-122.344
47.3655,-122.08
47.5442,-121.996
47.717,-122.026
47.3864,-122.308
47.3551,-122.475
47.7423,-122.099
47.5532,-122.365
47.3958,-122.168
47.6644,-122.148
47.7364,-121.981
47.6701,-122.291
47.5256,-122.357
47.6741,-122.396
47.701,-122.362
47.6841,-122.213
47.4261,-122.199
47.5265,-122.202
47.5807,-122.394
47.5298,-122.344
47.542,-122.322
47.7749,-122.283
47.569,-122.127
47.6952,-122.096
47.3783,-122.003
47.3492,-122.152
47.3639,-122.055
47.5166,-122.269
47.2582,-121.935
47.6097,-122.287
47.6473,-122.407
47.5,-122.347
47.2124,-122.005
47.5409,-122.268
47.4815,-122.162
47.6945,-122.17
47.5715,-122.128
47.634,-122.288
47.3143,-122.134
47.7015,-122.316
47.5826,-122.378
47.6339,-122.124
47.5325,-122.378
47.5298,-121.88
47.3426,-122.285
47.6298,-122.362
47.4191,-122.33
47.5317,-122.233
47.3645,-122.039
47.3138,-122.192
47.4655,-122.346
47.5236,-122.184
47.6987,-122.36
47.473,-122.362
47.5249,-122.37
47.5249,-122.37
47.4947,-122.36
47.4006,-122.188
47.5135,-122.257
47.5763,-122.408
47.7458,-122.287
47.5325,-122.031
47.7584,-122.136
47.2598,-122.304
47.6281,-122.194
47.3097,-122.34
47.6701,-122.286
47.6547,-122.158
47.6389,-122.098
47.3662,-122.319
47.3972,-122.029
47.5411,-122.391
47.7755,-122.235
47.5665,-122.229
47.5924,-122.294
47.7365,-122.242
47.6475,-122.397
47.5586,-122.173
47.4416,-122.332
47.6455,-122.409
47.5564,-122.158
47.7246,-122.217
47.7124,-122.253
47.5033,-122.329
47.6734,-122.176
47.7242,-122.17
47.3315,-122.169
47.6368,-122.354
47.6282,-122.293
47.7562,-122.094
47.65,-122.214
47.7253,-122.309
47.5691,-122.391
47.7746,-122.239
47.5896,-122.389
47.5275,-122.323
47.7581,-122.365
47.5297,-122.14
47.704,-122.012
47.5914,-122.136
47.6157,-122.287
47.401,-122.095
47.6496,-122.041
47.6796,-122.39
47.5265,-122.148
47.7457,-122.332
47.5134,-122.335
47.6344,-122.305
47.4386,-122.285
47.5696,-122.378
47.3907,-122.448
47.3378,-122.262
47.5096,-122.178
47.7693,-122.357
47.3329,-122.091
47.6994,-122.347
47.6985,-122.348
47.7,-122.297
47.6801,-122.115
47.6036,-122.015
47.5906,-122.167
47.7097,-122.303
47.7094,-122.228
47.7467,-122.319
47.5049,-122.189
47.414,-122.087
47.6499,-122.088
47.6499,-122.088
47.4999,-122.268
47.3072,-122.391
47.6099,-122.054
47.4829,-122.124
47.5966,-122.017
47.5618,-122.037
47.639,-122.216
47.467,-122.014
47.6832,-122.304
47.6163,-122.293
47.534,-122.18
47.7041,-122.353
47.7433,-121.982
47.6732,-122.29
47.3307,-122.324
47.5356,-121.875
47.5221,-122.39
47.4141,-122.204
47.4275,-122.324
47.7394,-122.288
47.4495,-122.148
47.3182,-122.212
47.7403,-122.112
47.5828,-122.382
47.3655,-122.019
47.6711,-122.379
47.2831,-122.346
47.4624,-122.185
47.6819,-122.271
47.32,-122.362
47.7146,-122.234
47.5977,-121.981
47.5266,-122.316
47.6608,-122.133
47.7726,-122.266
47.6082,-122.299
47.6659,-122.369
47.5862,-122.198
47.6799,-122.024
47.5338,-121.867
47.4662,-122.453
47.5424,-122.141
47.7173,-122.33
47.3123,-122.023
47.3386,-122.319
47.6624,-122.348
47.566,-121.894
47.7442,-122.072
47.3811,-122.32
47.5545,-122.354
47.6373,-122.35
47.4997,-122.353
47.3603,-122.088
47.4861,-122.03
47.4323,-122.328
47.5175,-122.205
47.6675,-122.276
47.7195,-122.022
47.6483,-122.404
47.4473,-122.159
47.5682,-122.284
47.5884,-122.086
47.6777,-122.306
47.6313,-122.369
47.5713,-122.397
47.6027,-122.043
47.4163,-122.22
47.5084,-122.185
47.6903,-122.34
47.4519,-122.13
47.5587,-122.393
47.6011,-121.983
47.4643,-122.368
47.6218,-122.16
47.4648,-121.756
47.6177,-122.217
47.5464,-122.088
47.6739,-122.396
47.6475,-122.359
47.4213,-122.322
47.5786,-122.287
47.5135,-122.257
47.548,-122.373
47.6316,-122.202
47.6752,-122.3
47.6834,-122.306
47.5433,-122.375
47.6959,-122.376
47.5718,-122.021
47.4819,-121.744
47.7114,-122.23
47.6779,-122.371
47.4193,-122.149
47.5749,-122.291
47.2117,-121.99
47.3272,-122.363
47.54,-122.275
47.6784,-122.277
47.1913,-122.015
47.7137,-122.213
47.7281,-122.181
47.6914,-122.287
47.7635,-122.274
47.6473,-122.406
47.5669,-122.372
47.5788,-122.059
47.7218,-122.176
47.4879,-122.332
47.6031,-122.13
47.5651,-122.114
47.2816,-122.269
47.4338,-122.146
47.7688,-122.238
47.472,-122.192
47.6692,-122.325
47.4859,-122.205
47.7296,-122.241
47.4487,-122.117
47.6166,-122.22
47.3212,-122.118
47.6791,-122.362
47.6235,-122.306
47.7359,-122.18
47.1942,-121.99
47.7512,-122.342
47.6328,-122.236
47.6328,-122.236
47.4617,-122.327
47.7733,-122.226
47.2687,-122.056
47.2864,-122.264
47.3398,-122.133
47.7633,-122.313
47.5545,-122.288
47.5362,-122.29
47.676,-122.281
47.4741,-122.099
47.4919,-122.311
47.551,-122.395
47.7598,-122.372
47.7032,-122.306
47.6513,-122.406
47.5916,-122.055
47.3504,-122.177
47.6927,-122.338
47.3115,-122.4
47.746,-122.138
47.5911,-122.177
47.285,-122.211
47.6802,-122.033
47.3168,-122.264
47.5018,-122.23
47.5049,-122.186
47.7182,-122.022
47.5646,-122.129
47.6553,-122.19
47.7494,-122.304
47.4924,-122.311
47.3835,-122.095
47.4167,-121.936
47.7357,-122.195
47.6686,-122.157
47.3734,-122.182
47.5877,-122.157
47.5738,-122.315
47.5651,-121.89
47.6472,-122.157
47.773,-122.256
47.5638,-122.38
47.7094,-122.234
47.7259,-122.328
47.4424,-122.276
47.2772,-122.354
47.4432,-122.135
47.5305,-122.391
47.7458,-121.977
47.3201,-122.177
47.6248,-122.319
47.6724,-122.317
47.7662,-122.159
47.6328,-121.964
47.601,-122.122
47.5157,-122.256
47.7728,-122.385
47.5445,-121.871
47.6,-122.298
47.6053,-122.306
47.7461,-122.332
47.6101,-122.286
47.5895,-122.019
47.3111,-122.379
47.6854,-122.291
47.5223,-122.156
47.4619,-122.187
47.6829,-122.375
47.7219,-122.358
47.5653,-122.37
47.6151,-122.224
47.5425,-122.376
47.6722,-122.349
47.7615,-122.329
47.7258,-121.959
47.6814,-122.288
47.4381,-122.134
47.333,-122.3
47.3707,-122.094
47.6319,-122.037
47.3801,-122.289
47.6755,-122.331
47.5334,-122.168
47.6804,-122.319
47.5177,-122.354
47.7225,-122.029
47.7176,-122.241
47.6876,-122.298
47.4058,-122.192
47.4492,-122.199
47.4204,-122.324
47.6821,-122.267
47.311,-122.227
47.2624,-122.299
47.6411,-122.207
47.5511,-122.386
47.4742,-122.198
47.5517,-122.381
47.6654,-122.355
47.6698,-122.325
47.4889,-122.286
47.5008,-122.332
47.6641,-122.357
47.7259,-122.226
47.4451,-122.136
47.3513,-122.174
47.5626,-122.382
47.5101,-122.246
47.564,-122.379
47.6436,-122.405
47.6599,-122.269
47.7288,-122.37
47.7608,-122.353
47.6525,-122.333
47.698,-122.366
47.5129,-122.388
47.5318,-122.286
47.6715,-122.155
47.7226,-122.299
47.5995,-122.144
47.6835,-122.342
47.571,-122.392
47.7408,-122.169
47.5192,-121.764
47.7112,-121.315
47.5237,-122.353
47.7056,-122.34
47.7002,-122.188
47.3505,-122.027
47.6904,-122.393
47.6878,-122.162
47.4644,-121.745
47.6709,-122.262
47.2863,-122.196
47.5672,-122.005
47.6003,-122.144
47.7494,-122.319
47.4721,-122.128
47.2831,-122.199
47.6699,-122.416
47.3733,-122.214
47.5169,-122.209
47.4099,-122.329
47.5303,-121.878
47.5947,-122.135
47.4129,-122.322
47.7359,-122.192
47.4168,-122.074
47.6423,-122.329
47.6375,-122.387
47.7001,-122.351
47.6697,-122.338
47.6522,-122.366
47.5405,-122.293
47.5849,-122.016
47.5416,-122.232
47.6374,-122.324
47.6418,-122.351
47.6897,-122.285
47.4246,-122.014
47.7174,-122.317
47.546,-122.175
47.604,-122.288
47.6642,-122.173
47.5579,-122.174
47.7293,-122.099
47.7011,-122.112
47.7629,-122.318
47.5379,-122.386
47.7073,-122.114
47.5903,-121.988
47.6472,-122.373
47.6648,-122.137
47.4518,-122.199
47.6587,-122.163
47.1947,-121.989
47.5837,-122.399
47.3081,-122.384
47.5458,-121.996
47.5669,-121.905
47.7339,-122.337
47.6769,-122.371
47.383,-122.288
47.736,-122.301
47.3376,-122.323
47.2969,-122.163
47.6711,-122.324
47.504,-122.464
47.2737,-122.015
47.6344,-122.215
47.3546,-122.176
47.6746,-122.325
47.7317,-122.241
47.6901,-122.356
47.3712,-122.092
47.5512,-122.191
47.5489,-122.216
47.3894,-122.166
47.2881,-122.363
47.305,-122.373
47.7767,-122.356
47.7398,-122.041
47.7046,-122.316
47.5423,-121.877
47.3626,-122.209
47.3632,-122.174
47.3943,-122.189
47.3128,-122.345
47.7053,-122.303
47.335,-122.215
47.6441,-122.385
47.3155,-122.182
47.7005,-122.358
47.5649,-122.358
47.7024,-122.346
47.6973,-122.194
47.488,-122.364
47.3012,-122.218
47.2092,-121.997
47.637,-122.361
47.3764,-122.176
47.2931,-121.992
47.5416,-122.231
47.7554,-122.306
47.5446,-122.296
47.7621,-122.36
47.4457,-122.128
47.6451,-122.375
47.7298,-122.355
47.5167,-121.878
47.4282,-122.28
47.6822,-122.326
47.19,-122.013
47.4745,-122.343
47.5596,-122.27
47.5421,-121.888
47.6442,-122.406
47.7222,-122.367
47.36,-122.178
47.5462,-122.277
47.726,-122.194
47.7452,-122.224
47.3227,-122.384
47.7456,-122.315
47.7265,-122.206
47.7686,-122.317
47.727,-122.176
47.3364,-122.17
47.6508,-122.383
47.586,-122.295
47.7274,-122.337
47.5155,-122.189
47.6112,-122.126
47.7378,-121.912
47.4023,-122.273
47.5589,-122.264
47.6578,-122.28
47.7473,-122.285
47.6729,-122.379
47.1991,-122.013
47.6991,-122.235
47.6975,-122.316
47.4451,-121.768
47.4948,-122.134
47.4948,-122.134
47.6938,-122.34
47.3668,-122.09
47.5404,-122.268
47.3694,-122.311
47.6698,-122.325
47.5338,-122.381
47.6423,-122.375
47.5438,-122.385
47.5213,-122.357
47.4501,-122.208
47.554,-122.189
47.6841,-122.291
47.6352,-122.358
47.6731,-122.326
47.6646,-122.202
47.742,-122.324
47.7114,-122.029
47.7228,-122.183
47.3205,-121.867
47.6526,-122.372
47.7099,-122.333
47.6719,-122.369
47.6638,-122.129
47.5828,-122.197
47.7004,-122.371
47.3344,-122.37
47.7315,-122.224
47.7356,-122.191
47.385,-122.085
47.425,-122.331
47.3414,-122.286
47.5392,-122.278
47.7345,-121.977
47.6604,-122.324
47.3356,-122.157
47.5123,-122.39
47.5501,-122.296
47.7069,-122.117
47.6642,-122.129
47.5513,-122.275
47.4638,-122.484
47.5489,-122.225
47.5068,-122.386
47.4398,-121.738
47.6718,-122.291
47.6772,-122.153
47.5316,-121.764
47.3594,-122.04
47.5105,-122.36
47.3224,-122.122
47.55,-122.312
47.5525,-122.269
47.6805,-122.385
47.6733,-122.383
47.3808,-122.211
47.5927,-122.064
47.5745,-122.396
47.568,-122.153
47.5447,-121.883
47.4696,-122.298
47.6429,-122.327
47.6911,-122.348
47.5811,-122.4
47.3531,-122.143
47.5596,-122.403
47.5704,-122.376
47.6529,-122.339
47.6289,-122.233
47.7437,-122.035
47.7027,-122.378
47.4605,-122.277
47.567,-122.033
47.5736,-122.393
47.4303,-122.067
47.6216,-122.015
47.6482,-122.393
47.4612,-122.069
47.3739,-122.29
47.5507,-122.261
47.3361,-122.175
47.7617,-122.061
47.3775,-122.165
47.4857,-122.361
47.7728,-121.9
47.644,-122.185
47.397,-122.321
47.6956,-122.392
47.7396,-122.256
47.7618,-122.253
47.4612,-122.147
47.688,-122.038
47.4553,-122.174
47.3087,-122.088
47.5461,-122.377
47.6345,-122.366
47.7588,-122.376
47.3582,-122.191
47.6955,-121.861
47.5536,-122.383
47.6321,-122.064
47.7196,-122.02
47.3627,-122.199
47.6715,-122.382
47.6188,-122.285
47.6929,-122.287
47.5314,-122.378
47.7651,-122.166
47.5053,-122.377
47.697,-122.365
47.679,-122.373
47.6198,-122.299
47.7367,-122.295
47.6371,-122.279
47.6075,-122.154
47.6245,-122.327
47.4465,-122.354
47.7574,-122.279
47.5305,-122.277
47.5357,-122.365
47.4472,-122.207
47.6814,-122.399
47.3275,-122.171
47.687,-122.381
47.5525,-122.277
47.7211,-122.283
47.5565,-122.275
47.7232,-122.289
47.6536,-122.41
47.6396,-122.054
47.7505,-122.317
47.7167,-122.109
47.5533,-121.995
47.7099,-122.35
47.7196,-122.048
47.7254,-122.175
47.4349,-122.168
47.4898,-122.133
47.6029,-122.302
47.6889,-122.362
47.6802,-122.034
47.4028,-122.002
47.4318,-122.19
47.5682,-122.059
47.2643,-122.22
47.5231,-121.82
47.6367,-122.364
47.7154,-122.161
47.6833,-122.04
47.6909,-122.301
47.5172,-122.17
47.6499,-121.908
47.4771,-122.322
47.3394,-122.091
47.3645,-122.126
47.3045,-122.391
47.6718,-122.388
47.5569,-122.176
47.3741,-122.218
47.6644,-122.324
47.3088,-122.341
47.4469,-122.455
47.4688,-122.009
47.4461,-121.769
47.4042,-122.213
47.601,-122.134
47.682,-122.348
47.5317,-122.387
47.6648,-122.363
47.3861,-122.096
47.6063,-122.292
47.6891,-122.208
47.4973,-122.347
47.5406,-121.889
47.7675,-122.307
47.5168,-122.351
47.5299,-122.344
47.3187,-122.367
47.6916,-122.341
47.6839,-122.376
47.6411,-122.371
47.6384,-122.404
47.5059,-122.193
47.6158,-122.213
47.3655,-122.048
47.3732,-122.217
47.7314,-122.3
47.2718,-122.265
47.4973,-122.256
47.512,-122.249
47.7633,-122.262
47.5662,-122.364
47.6485,-122.121
47.2631,-122.019
47.7764,-122.386
47.5054,-122.261
47.4316,-122.075
47.3627,-122.496
47.6846,-122.294
47.5163,-121.829
47.7352,-122.295
47.6627,-122.276
47.6403,-122.372
47.6991,-122.13
47.4917,-122.206
47.7354,-122.174
47.2053,-121.993
47.5325,-122.282
47.5752,-122.388
47.5694,-122.395
47.719,-121.912
47.2058,-121.997
47.6435,-122.154
47.51,-122.327
47.3569,-122.175
47.507,-122.302
47.5892,-122.383
47.7028,-122.321
47.4521,-122.283
47.6667,-122.361
47.467,-122.349
47.341,-122.318
47.4278,-122.343
47.4864,-122.317
47.6811,-122.035
47.5822,-122.295
47.4204,-122.316
47.5349,-122.384
47.5768,-122.307
47.5052,-122.372
47.7065,-122.109
47.5269,-122.264
47.3805,-122.208
47.3459,-122.326
47.6846,-122.386
47.5241,-122.039
47.2802,-122.211
47.4036,-122.462
47.5696,-122.213
47.3663,-122.114
47.4658,-122.184
47.5829,-122.005
47.6827,-122.097
47.3484,-122.505
47.6624,-121.951
47.3103,-122.36
47.6225,-122.318
47.5235,-122.277
47.7672,-122.306
47.5654,-122.115
47.5709,-122.408
47.7011,-122.389
47.6224,-122.116
47.7451,-122.313
47.5505,-121.998
47.5656,-122.372
47.6345,-122.302
47.5798,-122.383
47.6815,-122.291
47.5305,-121.847
47.4645,-122.337
47.6978,-122.284
47.6895,-122.094
47.6736,-122.375
47.4493,-122.173
47.5352,-122.156
47.1958,-121.974
47.2875,-122.218
47.4444,-122.509
47.5016,-122.168
47.6499,-122.199
47.3679,-122.02
47.7223,-122.321
47.4849,-122.184
47.7748,-122.291
47.5328,-122.346
47.2119,-122.001
47.4759,-122.349
47.6835,-122.187
47.6656,-122.335
47.5396,-122.214
47.3666,-122.03
47.4181,-122.338
47.6008,-122.044
47.6081,-122.198
47.6829,-122.195
47.6646,-122.204
47.7387,-122.096
47.6622,-121.961
47.7508,-122.286
47.6393,-122.403
47.5436,-122.233
47.5636,-122.231
47.5767,-122.378
47.7146,-122.311
47.4989,-121.9
47.5288,-122.345
47.4957,-122.168
47.7319,-122.051
47.7346,-122.244
47.7402,-122.348
47.5673,-121.999
47.4905,-122.18
47.4612,-122.325
47.4381,-122.188
47.7349,-122.074
47.4708,-121.756
47.7005,-122.313
47.5252,-122.362
47.3811,-122.144
47.4718,-122.323
47.7663,-122.234
47.5639,-122.4
47.5726,-122.382
47.6631,-122.348
47.6315,-122.102
47.6028,-122.312
47.6472,-122.393
47.6821,-122.31
47.7352,-122.175
47.5022,-122.363
47.6986,-122.129
47.5914,-122.017
47.4464,-122.129
47.3305,-122.171
47.4914,-122.204
47.537,-121.871
47.5263,-122.356
47.6027,-122.023
47.7213,-122.31
47.4556,-122.372
47.5727,-122.409
47.6503,-122.197
47.5878,-122.202
47.574,-122.385
47.5599,-122.105
47.6113,-122.292
47.6716,-122.264
47.6117,-122.297
47.6408,-122.3
47.687,-122.047
47.6959,-122.364
47.5825,-122.076
47.5661,-122.123
47.4851,-122.205
47.7082,-122.338
47.772,-122.35
47.5695,-122.006
47.48,-122.137
47.5902,-122.147
47.4776,-122.279
47.7725,-121.899
47.675,-122.39
47.5405,-121.868
47.6089,-122.303
47.5311,-122.38
47.5769,-122.215
47.6136,-122.297
47.6381,-122.314
47.3282,-122.285
47.3229,-122.182
47.6045,-122.123
47.6559,-122.339
47.5362,-122.379
47.7333,-122.302
47.6475,-122.397
47.4913,-122.081
47.54,-122.368
47.6807,-122.399
47.6873,-122.321
47.3533,-122.015
47.6885,-122.211
47.2822,-122.34
47.5611,-122.276
47.6454,-122.316
47.617,-122.291
47.5427,-122.275
47.4905,-122.179
47.7377,-121.97
47.5621,-122.394
47.4702,-122.365
47.6809,-122.348
47.7271,-122.196
47.7036,-122.127
47.6256,-122.042
47.3614,-122.119
47.5387,-122.179
47.7203,-122.323
47.5641,-122.011
47.5911,-122.119
47.7577,-122.134
47.7484,-122.111
47.6575,-122.395
47.6199,-122.116
47.5454,-121.997
47.3916,-122.167
47.3494,-122.171
47.2848,-122.223
47.67,-122.024
47.551,-122.276
47.5738,-122.215
47.3751,-122.044
47.5003,-122.23
47.552,-122.31
47.5881,-122.165
47.5873,-122.193
47.7033,-122.308
47.6339,-122.033
47.5128,-122.374
47.3657,-122.094
47.6194,-122.042
47.7353,-122.331
47.5518,-121.998
47.597,-122.292
47.7018,-122.381
47.6428,-122.411
47.652,-122.182
47.6203,-122.149
47.6728,-122.396
47.5784,-122.076
47.7635,-122.262
47.4633,-122.188
47.6652,-122.202
47.5919,-122.154
47.5561,-122.379
47.6981,-121.875
47.4519,-122.375
47.4214,-122.316
47.7452,-122.202
47.2619,-122.298
47.5519,-121.999
47.3629,-122.184
47.3095,-122.217
47.3203,-122.185
47.5302,-121.746
47.7401,-122.258
47.6234,-122.059
47.7407,-122.327
47.684,-122.164
47.397,-122.313
47.6909,-122.339
47.763,-122.16
47.42,-122.205
47.7719,-122.309
47.6543,-122.373
47.6563,-122.351
47.5418,-121.962
47.497,-122.088
47.6187,-122.226
47.6711,-122.331
47.5424,-122.391
47.3786,-122.179
47.6793,-122.393
47.7307,-122.183
47.7262,-122.224
47.3834,-122.028
47.3612,-122.315
47.3178,-122.38
47.7303,-122.227
47.3867,-122.081
47.6534,-122.409
47.3744,-122.19
47.3617,-122.03
47.7435,-122.292
47.7205,-122.168
47.7042,-122.236
47.3961,-122.308
47.5445,-122.273
47.6285,-122.322
47.6918,-122.361
47.6579,-122.197
47.5468,-122.293
47.425,-122.186
47.7161,-122.17
47.4011,-122.164
47.639,-122.347
47.714,-122.283
47.3573,-122.016
47.6115,-122.292
47.5974,-122.195
47.5808,-122.394
47.5786,-121.995
47.5576,-122.317
47.3249,-122.207
47.4715,-122.33
47.3059,-122.108
47.5518,-122.277
47.1946,-122.003
47.3199,-122.186
47.6939,-122.184
47.655,-122.358
47.6953,-122.332
47.3165,-122.325
47.6859,-122.395
47.3609,-122.053
47.3364,-122.318
47.4673,-122.363
47.6434,-122.3
47.4546,-122.211
47.7352,-122.297
47.3427,-122.281
47.5078,-122.337
47.3833,-122.093
47.6827,-122.325
47.5661,-122.375
47.4347,-121.417
47.7302,-122.197
47.5423,-122.189
47.6847,-122.016
47.3098,-122.218
47.6359,-122.3
47.1937,-121.98
47.3002,-122.282
47.397,-122.299
47.3709,-122.285
47.5253,-122.043
47.6321,-122.304
47.5599,-122.142
47.2957,-122.37
47.4206,-122.183
47.5835,-121.996
47.7149,-122.318
47.3338,-122.341
47.6436,-121.997
47.4654,-122.003
47.526,-122.261
47.7173,-122.099
47.2645,-122.163
47.59,-122.058
47.5587,-121.904
47.5587,-121.904
47.3664,-122.279
47.6271,-122.112
47.7091,-122.015
47.688,-122.281
47.6427,-122.304
47.5453,-121.995
47.4631,-122.126
47.3199,-122.392
47.3628,-122.05
47.3457,-122.302
47.3743,-122.285
47.3666,-122.277
47.2675,-122.307
