Time,Longitude,Latitude,Altitude (m),"CO2, PPM",Humidity (%),Temperature (°C),Barometric Pressure (mBar)
2022-02-26 18:00:00-08:00,-75.28,40.01,119.787,429.7386544,43.77752747,2.67578398,1013.660587
2022-02-26 18:01:00-08:00,-75.28,40.01,119.787,428.5525227,43.97060812,2.580666304,1013.658136
2022-02-26 18:02:00-08:00,-75.28,40.01,119.787,433.5784479,44.1353505,2.558460751,1013.656564
2022-02-26 18:03:00-08:00,-75.28,40.01,119.787,433.9853535,43.91387693,2.639174823,1013.655812
2022-02-26 18:04:00-08:00,-75.28,40.01,119.787,435.1087542,43.97769177,2.56823194,1013.654132
2022-02-26 18:05:00-08:00,-75.28,40.01,119.787,434.6160318,43.99397733,2.588695549,1013.667501
2022-02-26 18:06:00-08:00,-75.28,40.01,119.787,434.6711212,43.90140966,2.613906781,1013.687178
2022-02-26 18:07:00-08:00,-75.28,40.01,119.787,432.1434986,44.213017,2.46637802,1013.689068
2022-02-26 18:08:00-08:00,-75.28,40.01,119.787,426.3592396,44.48209906,2.408012986,1013.679834
2022-02-26 18:09:00-08:00,-75.28,40.01,119.787,430.2520023,44.26425626,2.494201314,1013.666739
2022-02-26 18:10:00-08:00,-75.28,40.01,119.787,430.2095268,44.41572386,2.444930069,1013.654106
2022-02-26 18:11:00-08:00,-75.28,40.01,119.787,424.0851893,44.14151272,2.541663531,1013.633561
2022-02-26 18:12:00-08:00,-75.28,40.01,119.787,419.5507625,44.36456237,2.411766075,1013.622496
2022-02-26 18:13:00-08:00,-75.28,40.01,119.787,421.7825859,44.55072563,2.426323945,1013.601653
2022-02-26 18:14:00-08:00,-75.28,40.01,119.787,424.1302004,44.47914815,2.520333529,1013.589371
2022-02-26 18:15:00-08:00,-75.28,40.01,119.787,425.2628784,44.11276233,2.62521943,1013.576306
2022-02-26 18:16:00-08:00,-75.28,40.01,119.787,427.2860482,43.86170787,2.709464804,1013.571826
2022-02-26 18:17:00-08:00,-75.28,40.01,119.787,427.800849,43.77968073,2.710511565,1013.540607
2022-02-26 18:18:00-08:00,-75.28,40.01,119.787,426.5782461,43.93183062,2.707655899,1013.522531
2022-02-26 18:19:00-08:00,-75.28,40.01,119.787,429.4371111,43.92353932,2.688188637,1013.522813
2022-02-26 18:20:00-08:00,-75.28,40.01,119.787,426.1133165,43.9464829,2.670122743,1013.526501
2022-02-26 18:21:00-08:00,-75.28,40.01,119.787,427.0317737,44.05576681,2.646065889,1013.515714
2022-02-26 18:22:00-08:00,-75.28,40.01,119.787,428.2752538,44.03364809,2.601617898,1013.50452
2022-02-26 18:23:00-08:00,-75.28,40.01,119.787,425.8964283,44.21663961,2.578101274,1013.492091
2022-02-26 18:24:00-08:00,-75.28,40.01,119.787,426.0855782,44.32189781,2.57009004,1013.464296
2022-02-26 18:25:00-08:00,-75.28,40.01,119.787,425.4499275,44.0781992,2.651493588,1013.440805
2022-02-26 18:26:00-08:00,-75.28,40.01,119.787,423.0213308,44.1179529,2.56604117,1013.445794
2022-02-26 18:27:00-08:00,-75.28,40.01,119.787,420.7804794,44.64956689,2.433631539,1013.463519
2022-02-26 18:28:00-08:00,-75.28,40.01,119.787,421.5655508,44.31879905,2.559321888,1013.470411
2022-02-26 18:29:00-08:00,-75.28,40.01,119.787,424.4549826,44.41309197,2.499714167,1013.461003
2022-02-26 18:30:00-08:00,-75.28,40.01,119.787,420.1377354,44.71473289,2.378389239,1013.451257
2022-02-26 18:31:00-08:00,-75.28,40.01,119.787,420.0380328,44.57748105,2.458712078,1013.444202
2022-02-26 18:32:00-08:00,-75.28,40.01,119.787,423.2440442,44.55425767,2.466895465,1013.438597
2022-02-26 18:33:00-08:00,-75.28,40.01,119.787,421.9104782,44.36749883,2.548124029,1013.448546
2022-02-26 18:34:00-08:00,-75.28,40.01,119.787,425.8189011,44.43536615,2.523587942,1013.448335
2022-02-26 18:35:00-08:00,-75.28,40.01,119.787,424.3074223,44.28820075,2.557512983,1013.443903
2022-02-26 18:36:00-08:00,-75.28,40.01,119.787,426.9198963,44.68854855,2.371796662,1013.421415
2022-02-26 18:37:00-08:00,-75.28,40.01,119.787,434.0378656,44.95323849,2.313716292,1013.396703
2022-02-26 18:38:00-08:00,-75.28,40.01,119.787,426.6908254,44.74142419,2.414006287,1013.402686
2022-02-26 18:39:00-08:00,-75.28,40.01,119.787,424.1375654,44.84044807,2.33372303,1013.406712
2022-02-26 18:40:00-08:00,-75.28,40.01,119.787,422.501205,44.93148459,2.325366628,1013.402027
2022-02-26 18:41:00-08:00,-75.28,40.01,119.787,423.5479584,44.76469541,2.417025924,1013.395391
2022-02-26 18:42:00-08:00,-75.28,40.01,119.787,420.9070631,44.63225765,2.458367771,1013.394576
2022-02-26 18:43:00-08:00,-75.28,40.01,119.787,419.2573754,44.65287695,2.459832122,1013.385727
2022-02-26 18:44:00-08:00,-75.28,40.01,119.787,419.7435874,44.55364277,2.49695774,1013.384467
2022-02-26 18:45:00-08:00,-75.28,40.01,119.787,419.6810188,44.54248369,2.489207983,1013.366389
2022-02-26 18:46:00-08:00,-75.28,40.01,119.787,421.0735365,44.58237753,2.447600234,1013.349065
2022-02-26 18:47:00-08:00,-75.28,40.01,119.787,421.110704,44.59089993,2.502556732,1013.34448
2022-02-26 18:48:00-08:00,-75.28,40.01,119.787,420.0166616,44.46169958,2.53554771,1013.337989
2022-02-26 18:49:00-08:00,-75.28,40.01,119.787,418.7023964,44.45904887,2.545200586,1013.341745
2022-02-26 18:50:00-08:00,-75.28,40.01,119.787,419.8153293,44.51781944,2.44346584,1013.345079
2022-02-26 18:51:00-08:00,-75.28,40.01,119.787,422.1205454,44.57683034,2.51496065,1013.336881
2022-02-26 18:52:00-08:00,-75.28,40.01,119.787,425.6666098,44.35906053,2.619469643,1013.335746
2022-02-26 18:53:00-08:00,-75.28,40.01,119.787,428.1347499,44.17421636,2.648478008,1013.343535
2022-02-26 18:54:00-08:00,-75.28,40.01,119.787,432.1156065,44.31763495,2.594380679,1013.342879
2022-02-26 18:55:00-08:00,-75.28,40.01,119.787,426.0317612,44.23815072,2.630151391,1013.34261
2022-02-26 18:56:00-08:00,-75.28,40.01,119.787,425.2151883,44.42066205,2.528742783,1013.326926
2022-02-26 18:57:00-08:00,-75.28,40.01,119.787,422.5657624,44.44478755,2.591279576,1013.311619
2022-02-26 18:58:00-08:00,-75.28,40.01,119.787,422.9424084,44.39286607,2.623669186,1013.320671
2022-02-26 18:59:00-08:00,-75.28,40.01,119.787,421.8587961,44.26995695,2.684142828,1013.347704
2022-02-26 19:00:00-08:00,-75.28,40.01,119.787,422.6484582,44.13303511,2.677852038,1013.349335
2022-02-26 19:01:00-08:00,-75.28,40.01,119.787,423.05858,44.14617182,2.634781153,1013.338112
2022-02-26 19:02:00-08:00,-75.28,40.01,119.787,420.3109781,44.38813486,2.539596212,1013.303784
2022-02-26 19:03:00-08:00,-75.28,40.01,119.787,419.3337364,44.34856784,2.612960935,1013.286235
2022-02-26 19:04:00-08:00,-75.28,40.01,119.787,418.9661009,44.09884385,2.645462428,1013.265483
2022-02-26 19:05:00-08:00,-75.28,40.01,119.787,417.7447421,44.20566817,2.624099878,1013.253509
2022-02-26 19:06:00-08:00,-75.28,40.01,119.787,418.9406462,44.11100292,2.69482398,1013.249044
2022-02-26 19:07:00-08:00,-75.28,40.01,119.787,418.7738992,44.15330862,2.644085077,1013.235379
2022-02-26 19:08:00-08:00,-75.28,40.01,119.787,422.7744121,44.17652265,2.690686649,1013.201642
2022-02-26 19:09:00-08:00,-75.28,40.01,119.787,422.9497786,44.06037652,2.685394526,1013.171076
2022-02-26 19:10:00-08:00,-75.28,40.01,119.787,422.2859123,44.25794614,2.57861835,1013.150808
2022-02-26 19:11:00-08:00,-75.28,40.01,119.787,417.9870044,44.73487079,2.426668252,1013.119824
2022-02-26 19:12:00-08:00,-75.28,40.01,119.787,421.7208439,44.77001092,2.442259904,1013.118349
2022-02-26 19:13:00-08:00,-75.28,40.01,119.787,424.8434753,44.74205554,2.448152304,1013.112706
2022-02-26 19:14:00-08:00,-75.28,40.01,119.787,427.110323,44.72581507,2.428046096,1013.104021
2022-02-26 19:15:00-08:00,-75.28,40.01,119.787,425.9864256,44.8388758,2.398070082,1013.077146
2022-02-26 19:16:00-08:00,-75.28,40.01,119.787,428.3013886,44.69271494,2.42890834,1013.042104
2022-02-26 19:17:00-08:00,-75.28,40.01,119.787,426.7051439,44.81988811,2.395747185,1013.012251
2022-02-26 19:18:00-08:00,-75.28,40.01,119.787,428.5839224,44.79081898,2.359048682,1012.976082
2022-02-26 19:19:00-08:00,-75.28,40.01,119.787,431.4342139,44.99857995,2.330276758,1012.954515
2022-02-26 19:20:00-08:00,-75.28,40.01,119.787,428.4189167,45.00207901,2.341504574,1012.923488
2022-02-26 19:21:00-08:00,-75.28,40.01,119.787,428.2755983,45.04231139,2.297285288,1012.888848
2022-02-26 19:22:00-08:00,-75.28,40.01,119.787,425.1420505,45.32160507,2.16997272,1012.880067
2022-02-26 19:23:00-08:00,-75.28,40.01,119.787,428.305353,45.42064224,2.175399311,1012.870369
2022-02-26 19:24:00-08:00,-75.28,40.01,119.787,427.6319199,45.26852691,2.268321276,1012.857955
2022-02-26 19:25:00-08:00,-75.28,40.01,119.787,427.2509204,45.15233009,2.320628774,1012.849719
2022-02-26 19:26:00-08:00,-75.28,40.01,119.787,425.4275591,44.99877154,2.355257857,1012.857674
2022-02-26 19:27:00-08:00,-75.28,40.01,119.787,425.2347599,44.88260429,2.396347315,1012.879516
2022-02-26 19:28:00-08:00,-75.28,40.01,119.787,420.3641911,44.86301625,2.350517631,1012.903618
2022-02-26 19:29:00-08:00,-75.28,40.01,119.787,418.4835048,44.96320601,2.316321858,1012.929131
2022-02-26 19:30:00-08:00,-75.28,40.01,119.787,421.9892302,44.79699239,2.371883046,1012.939946
2022-02-26 19:31:00-08:00,-75.28,40.01,119.787,422.3099728,44.86981094,2.302200913,1012.954916
2022-02-26 19:32:00-08:00,-75.28,40.01,119.787,419.7833724,44.88379005,2.294873415,1012.965963
2022-02-26 19:33:00-08:00,-75.28,40.01,119.787,420.0939282,44.95453164,2.215970708,1012.966867
2022-02-26 19:34:00-08:00,-75.28,40.01,119.787,422.0388336,44.8538208,2.329904795,1012.970905
2022-02-26 19:35:00-08:00,-75.28,40.01,119.787,422.6256212,44.66030293,2.330793711,1012.972497
2022-02-26 19:36:00-08:00,-75.28,40.01,119.787,424.3150851,44.72245518,2.333722538,1012.97578
2022-02-26 19:37:00-08:00,-75.28,40.01,119.787,424.2580143,44.58622545,2.404186518,1012.955039
2022-02-26 19:38:00-08:00,-75.28,40.01,119.787,425.5366011,44.43345273,2.416942835,1012.936752
2022-02-26 19:39:00-08:00,-75.28,40.01,119.787,424.6791057,44.74126065,2.304262738,1012.912078
2022-02-26 19:40:00-08:00,-75.28,40.01,119.787,424.1805873,44.60945056,2.3430256,1012.89062
2022-02-26 19:41:00-08:00,-75.28,40.01,119.787,420.7968493,44.49457347,2.420030832,1012.857821
2022-02-26 19:42:00-08:00,-75.28,40.01,119.787,420.362034,44.44299021,2.425548577,1012.84399
2022-02-26 19:43:00-08:00,-75.28,40.01,119.787,424.4511099,44.41676638,2.38911145,1012.812656
2022-02-26 19:44:00-08:00,-75.28,40.01,119.787,424.3954635,44.50131496,2.381013955,1012.773176
2022-02-26 19:45:00-08:00,-75.28,40.01,119.787,425.1359692,44.31555963,2.457414865,1012.746143
2022-02-26 19:46:00-08:00,-75.28,40.01,119.787,425.2252207,44.45324203,2.345697241,1012.742509
2022-02-26 19:47:00-08:00,-75.28,40.01,119.787,426.3281476,44.75882303,2.251115145,1012.722244
2022-02-26 19:48:00-08:00,-75.28,40.01,119.787,426.1362118,44.62508528,2.339751851,1012.702338
2022-02-26 19:49:00-08:00,-75.28,40.01,119.787,424.4997101,44.65675271,2.288598776,1012.689409
2022-02-26 19:50:00-08:00,-75.28,40.01,119.787,420.0646303,44.58833325,2.359994727,1012.687926
2022-02-26 19:51:00-08:00,-75.28,40.01,119.787,418.5565225,44.50224267,2.38601047,1012.669823
2022-02-26 19:52:00-08:00,-75.28,40.01,119.787,416.8156108,44.41623528,2.398931465,1012.651555
2022-02-26 19:53:00-08:00,-75.28,40.01,119.787,419.4017096,44.57191002,2.379223824,1012.628944
2022-02-26 19:54:00-08:00,-75.28,40.01,119.787,421.6504635,44.49719595,2.390231002,1012.59339
2022-02-26 19:55:00-08:00,-75.28,40.01,119.787,424.3725694,44.59732659,2.370935402,1012.555416
2022-02-26 19:56:00-08:00,-75.28,40.01,119.787,424.457078,44.52129829,2.415190339,1012.538894
2022-02-26 19:57:00-08:00,-75.28,40.01,119.787,424.3646122,44.5168809,2.411335999,1012.532543
2022-02-26 19:58:00-08:00,-75.28,40.01,119.787,425.9230445,44.49985541,2.456989558,1012.528942
2022-02-26 19:59:00-08:00,-75.28,40.01,119.787,424.761961,44.51989758,2.410934806,1012.511425
2022-02-26 20:00:00-08:00,-75.28,40.01,119.787,423.4515135,44.44463545,2.44096746,1012.490867
2022-02-26 20:01:00-08:00,-75.28,40.01,119.787,425.4692078,44.45518715,2.435713391,1012.475083
2022-02-26 20:02:00-08:00,-75.28,40.01,119.787,428.609757,44.39232599,2.482228087,1012.472442
2022-02-26 20:03:00-08:00,-75.28,40.01,119.787,428.7193203,44.32378709,2.488039732,1012.461742
2022-02-26 20:04:00-08:00,-75.28,40.01,119.787,427.9794794,44.30513247,2.515046789,1012.453459
2022-02-26 20:05:00-08:00,-75.28,40.01,119.787,427.8333041,44.28815251,2.53968235,1012.44016
2022-02-26 20:06:00-08:00,-75.28,40.01,119.787,429.5818826,44.2498121,2.53451405,1012.415498
2022-02-26 20:07:00-08:00,-75.28,40.01,119.787,431.9064007,44.25211072,2.549623251,1012.401354
2022-02-26 20:08:00-08:00,-75.28,40.01,119.787,427.1256891,44.30793602,2.509792351,1012.403245
2022-02-26 20:09:00-08:00,-75.28,40.01,119.787,416.2516046,44.62633084,2.322697447,1012.405947
2022-02-26 20:10:00-08:00,-75.28,40.01,119.787,416.7185717,44.99606848,2.246875525,1012.385479
2022-02-26 20:11:00-08:00,-75.28,40.01,119.787,428.5164293,44.87394924,2.289791253,1012.355228
2022-02-26 20:12:00-08:00,-75.28,40.01,119.787,428.9638928,44.8154084,2.318647961,1012.327624
2022-02-26 20:13:00-08:00,-75.28,40.01,119.787,431.40802,44.75614265,2.324504998,1012.31305
2022-02-26 20:14:00-08:00,-75.28,40.01,119.787,424.8220673,44.70442152,2.337498426,1012.299649
2022-02-26 20:15:00-08:00,-75.28,40.01,119.787,423.5402113,44.68808242,2.363268598,1012.282391
2022-02-26 20:16:00-08:00,-75.28,40.01,119.787,421.0907516,44.69519103,2.303035975,1012.277677
2022-02-26 20:17:00-08:00,-75.28,40.01,119.787,420.3907776,44.98318297,2.221225146,1012.272854
2022-02-26 20:18:00-08:00,-75.28,40.01,119.787,429.5701589,44.90247862,2.259039871,1012.273139
2022-02-26 20:19:00-08:00,-75.28,40.01,119.787,429.8240642,44.8068369,2.319078284,1012.260323
2022-02-26 20:20:00-08:00,-75.28,40.01,119.787,432.303791,44.717134,2.350934625,1012.226374
2022-02-26 20:21:00-08:00,-75.28,40.01,119.787,431.7940113,44.6402247,2.389714541,1012.195678
2022-02-26 20:22:00-08:00,-75.28,40.01,119.787,429.5111586,44.5987203,2.375845901,1012.180366
2022-02-26 20:23:00-08:00,-75.28,40.01,119.787,428.6807093,44.67677935,2.352070247,1012.172127
2022-02-26 20:24:00-08:00,-75.28,40.01,119.787,429.688138,44.6575247,2.345927477,1012.164632
2022-02-26 20:25:00-08:00,-75.28,40.01,119.787,429.47166,44.67141847,2.350949957,1012.143296
2022-02-26 20:26:00-08:00,-75.28,40.01,119.787,429.2823033,44.62654434,2.367834176,1012.109829
2022-02-26 20:27:00-08:00,-75.28,40.01,119.787,426.6456223,44.6265521,2.39090693,1012.070362
2022-02-26 20:28:00-08:00,-75.28,40.01,119.787,429.2505434,44.6787684,2.324075291,1012.034271
2022-02-26 20:29:00-08:00,-75.28,40.01,119.787,428.4099003,44.7482541,2.313651939,1011.981658
2022-02-26 20:30:00-08:00,-75.28,40.01,119.787,427.1694679,44.76331234,2.307874918,1011.949799
2022-02-26 20:31:00-08:00,-75.28,40.01,119.787,424.7505503,44.72303944,2.336306441,1011.936269
2022-02-26 20:32:00-08:00,-75.28,40.01,119.787,428.4120493,44.76113289,2.309947621,1011.930117
2022-02-26 20:33:00-08:00,-75.28,40.01,119.787,427.3658915,44.6911751,2.365621567,1011.915888
2022-02-26 20:34:00-08:00,-75.28,40.01,119.787,424.7556398,44.59948423,2.347590931,1011.89982
2022-02-26 20:35:00-08:00,-75.28,40.01,119.787,422.4222058,45.15704469,2.119838245,1011.873403
2022-02-26 20:36:00-08:00,-75.28,40.01,119.787,419.8902716,45.23807563,2.111052259,1011.848024
2022-02-26 20:37:00-08:00,-75.28,40.01,119.787,418.8595886,45.30690433,2.092359504,1011.825625
2022-02-26 20:38:00-08:00,-75.28,40.01,119.787,421.5611725,45.14836681,2.177281141,1011.802972
2022-02-26 20:39:00-08:00,-75.28,40.01,119.787,423.7207799,45.05419097,2.208907366,1011.794208
2022-02-26 20:40:00-08:00,-75.28,40.01,119.787,426.456987,44.96184208,2.238194396,1011.773093
2022-02-26 20:41:00-08:00,-75.28,40.01,119.787,426.7764893,44.95728111,2.262813807,1011.733889
2022-02-26 20:42:00-08:00,-75.28,40.01,119.787,426.7551949,44.96275859,2.256111168,1011.70153
2022-02-26 20:43:00-08:00,-75.28,40.01,119.787,425.3947281,44.90111936,2.299955576,1011.689177
2022-02-26 20:44:00-08:00,-75.28,40.01,119.787,424.2145819,44.83575722,2.288154625,1011.679432
2022-02-26 20:45:00-08:00,-75.28,40.01,119.787,425.2493248,44.90414357,2.279085875,1011.660658
2022-02-26 20:46:00-08:00,-75.28,40.01,119.787,425.6326383,44.9240308,2.284019986,1011.634425
2022-02-26 20:47:00-08:00,-75.28,40.01,119.787,424.3978193,44.74239989,2.361201156,1011.631853
2022-02-26 20:48:00-08:00,-75.28,40.01,119.787,423.165554,44.7215066,2.365037084,1011.655363
2022-02-26 20:49:00-08:00,-75.28,40.01,119.787,421.3022136,44.70814699,2.375414718,1011.671283
2022-02-26 20:50:00-08:00,-75.28,40.01,119.787,422.6346987,44.79085196,2.320025806,1011.656806
2022-02-26 20:51:00-08:00,-75.28,40.01,119.787,420.446486,44.91429569,2.285656614,1011.615238
2022-02-26 20:52:00-08:00,-75.28,40.01,119.787,420.5051737,44.76528978,2.309543967,1011.591188
2022-02-26 20:53:00-08:00,-75.28,40.01,119.787,422.55061,44.69876468,2.325883458,1011.578852
2022-02-26 20:54:00-08:00,-75.28,40.01,119.787,426.0777647,44.83102454,2.275750706,1011.567198
2022-02-26 20:55:00-08:00,-75.28,40.01,119.787,431.7514639,44.86395965,2.270151715,1011.572472
2022-02-26 20:56:00-08:00,-75.28,40.01,119.787,427.7714062,44.81707442,2.305872202,1011.552063
2022-02-26 20:57:00-08:00,-75.28,40.01,119.787,423.3030386,44.79329583,2.280488314,1011.53425
2022-02-26 20:58:00-08:00,-75.28,40.01,119.787,420.7164631,45.02687657,2.168184876,1011.499625
2022-02-26 20:59:00-08:00,-75.28,40.01,119.787,421.5369745,45.09783468,2.180826149,1011.459892
2022-02-26 21:00:00-08:00,-75.28,40.01,119.787,423.4549226,45.13162514,2.163167792,1011.428848
2022-02-26 21:01:00-08:00,-75.28,40.01,119.787,425.2326109,45.09015446,2.176949801,1011.400774
2022-02-26 21:02:00-08:00,-75.28,40.01,119.787,429.4652338,45.23215222,2.13004899,1011.358138
2022-02-26 21:03:00-08:00,-75.28,40.01,119.787,422.6585477,45.23303973,2.156965833,1011.32612
2022-02-26 21:04:00-08:00,-75.28,40.01,119.787,422.0398205,45.19971823,2.180137165,1011.305399
2022-02-26 21:05:00-08:00,-75.28,40.01,119.787,422.0212717,45.09479356,2.235944033,1011.295578
2022-02-26 21:06:00-08:00,-75.28,40.01,119.787,420.4625973,45.04630415,2.205203418,1011.303327
2022-02-26 21:07:00-08:00,-75.28,40.01,119.787,423.8860474,45.1781898,2.184271805,1011.310585
2022-02-26 21:08:00-08:00,-75.28,40.01,119.787,425.9634646,45.2397125,2.199259873,1011.31541
2022-02-26 21:09:00-08:00,-75.28,40.01,119.787,428.3094378,45.04907501,2.225763559,1011.307049
2022-02-26 21:10:00-08:00,-75.28,40.01,119.787,426.6651385,45.07086219,2.247238921,1011.31102
2022-02-26 21:11:00-08:00,-75.28,40.01,119.787,426.7669914,45.02036064,2.28582889,1011.33253
2022-02-26 21:12:00-08:00,-75.28,40.01,119.787,425.2476921,44.92230463,2.345592737,1011.358609
2022-02-26 21:13:00-08:00,-75.28,40.01,119.787,423.7531541,44.93971326,2.373175367,1011.360429
2022-02-26 21:14:00-08:00,-75.28,40.01,119.787,425.1544997,44.86182957,2.378429559,1011.341001
2022-02-26 21:15:00-08:00,-75.28,40.01,119.787,426.3694401,44.98445654,2.367123485,1011.329126
2022-02-26 21:16:00-08:00,-75.28,40.01,119.787,426.6688616,44.91978935,2.406512499,1011.325061
2022-02-26 21:17:00-08:00,-75.28,40.01,119.787,426.5570748,44.9099505,2.406598268,1011.326371
2022-02-26 21:18:00-08:00,-75.28,40.01,119.787,426.1880283,44.9952209,2.33449471,1011.319642
2022-02-26 21:19:00-08:00,-75.28,40.01,119.787,423.8949191,45.05119041,2.369298773,1011.317949
2022-02-26 21:20:00-08:00,-75.28,40.01,119.787,422.5229295,44.97334117,2.388250189,1011.314289
2022-02-26 21:21:00-08:00,-75.28,40.01,119.787,420.0248461,44.93749797,2.386651278,1011.291907
2022-02-26 21:22:00-08:00,-75.28,40.01,119.787,421.2394419,44.9770813,2.389887187,1011.253706
2022-02-26 21:23:00-08:00,-75.28,40.01,119.787,424.0588773,44.96773357,2.397295452,1011.217639
2022-02-26 21:24:00-08:00,-75.28,40.01,119.787,422.5495793,44.95090029,2.413661857,1011.220889
2022-02-26 21:25:00-08:00,-75.28,40.01,119.787,424.257493,44.86738551,2.46041894,1011.236534
2022-02-26 21:26:00-08:00,-75.28,40.01,119.787,426.3733757,44.79892042,2.491100334,1011.264143
2022-02-26 21:27:00-08:00,-75.28,40.01,119.787,426.6428429,44.80978147,2.50729434,1011.303402
2022-02-26 21:28:00-08:00,-75.28,40.01,119.787,429.8355474,44.76517451,2.521418333,1011.325662
2022-02-26 21:29:00-08:00,-75.28,40.01,119.787,430.8468579,44.80786194,2.498594369,1011.319124
2022-02-26 21:30:00-08:00,-75.28,40.01,119.787,431.9902659,44.88688832,2.483778577,1011.297965
2022-02-26 21:31:00-08:00,-75.28,40.01,119.787,433.7861767,44.92292893,2.474855185,1011.284896
2022-02-26 21:32:00-08:00,-75.28,40.01,119.787,434.41536,44.84487927,2.501436933,1011.268454
2022-02-26 21:33:00-08:00,-75.28,40.01,119.787,434.5392643,44.78031491,2.49747457,1011.243186
2022-02-26 21:34:00-08:00,-75.28,40.01,119.787,436.7605572,44.91877365,2.49905467,1011.231044
2022-02-26 21:35:00-08:00,-75.28,40.01,119.787,436.4702877,44.96474038,2.492133994,1011.244697
2022-02-26 21:36:00-08:00,-75.28,40.01,119.787,434.4902964,44.77471136,2.55871892,1011.260502
2022-02-26 21:37:00-08:00,-75.28,40.01,119.787,432.1712341,44.70732424,2.547348661,1011.261552
2022-02-26 21:38:00-08:00,-75.28,40.01,119.787,431.191638,44.845855,2.523587942,1011.23609
2022-02-26 21:39:00-08:00,-75.28,40.01,119.787,432.2034892,44.89077131,2.473097424,1011.221503
2022-02-26 21:40:00-08:00,-75.28,40.01,119.787,434.7893244,44.88918932,2.460435091,1011.219268
2022-02-26 21:41:00-08:00,-75.28,40.01,119.787,432.6149254,44.76630938,2.483950853,1011.211859
2022-02-26 21:42:00-08:00,-75.28,40.01,119.787,430.5226903,44.82931863,2.463449932,1011.17953
2022-02-26 21:43:00-08:00,-75.28,40.01,119.787,430.8410192,44.85107582,2.46973803,1011.148443
2022-02-26 21:44:00-08:00,-75.28,40.01,119.787,429.2558041,44.85806918,2.465842962,1011.130768
2022-02-26 21:45:00-08:00,-75.28,40.01,119.787,428.0663196,44.87304441,2.503504253,1011.133708
2022-02-26 21:46:00-08:00,-75.28,40.01,119.787,428.3576749,44.87959339,2.484467683,1011.145017
2022-02-26 21:47:00-08:00,-75.28,40.01,119.787,429.3840561,44.98371506,2.4637568,1011.15531
2022-02-26 21:48:00-08:00,-75.28,40.01,119.787,430.7713662,45.01091951,2.484812237,1011.170685
2022-02-26 21:49:00-08:00,-75.28,40.01,119.787,435.376136,44.96783939,2.47128852,1011.158014
2022-02-26 21:50:00-08:00,-75.28,40.01,119.787,436.433007,45.1389346,2.419950078,1011.124332
2022-02-26 21:51:00-08:00,-75.28,40.01,119.787,441.8590984,45.00563121,2.436135888,1011.092647
2022-02-26 21:52:00-08:00,-75.28,40.01,119.787,448.1835337,45.0147064,2.4155569,1011.082615
2022-02-26 21:53:00-08:00,-75.28,40.01,119.787,448.4667063,44.95428491,2.446997512,1011.091322
2022-02-26 21:54:00-08:00,-75.28,40.01,119.787,449.4469061,44.99913359,2.428709269,1011.088076
2022-02-26 21:55:00-08:00,-75.28,40.01,119.787,448.1399891,44.99566121,2.439589616,1011.075045
2022-02-26 21:56:00-08:00,-75.28,40.01,119.787,446.3111562,44.97173555,2.464914283,1011.075146
2022-02-26 21:57:00-08:00,-75.28,40.01,119.787,443.3430402,44.92460878,2.48670728,1011.073001
2022-02-26 21:58:00-08:00,-75.28,40.01,119.787,443.4538317,44.97645819,2.489875555,1011.086209
2022-02-26 21:59:00-08:00,-75.28,40.01,119.787,444.664982,45.04070565,2.490841919,1011.124573
2022-02-26 22:00:00-08:00,-75.28,40.01,119.787,442.7070844,45.01789401,2.521248748,1011.15054
2022-02-26 22:01:00-08:00,-75.28,40.01,119.787,444.8607235,45.06358671,2.522336245,1011.155499
2022-02-26 22:02:00-08:00,-75.28,40.01,119.787,445.5400065,45.11788305,2.516617378,1011.160953
2022-02-26 22:03:00-08:00,-75.28,40.01,119.787,444.1470386,45.20009958,2.535719987,1011.162901
2022-02-26 22:04:00-08:00,-75.28,40.01,119.787,447.3132698,45.29396192,2.53503088,1011.159456
2022-02-26 22:05:00-08:00,-75.28,40.01,119.787,446.8935442,45.3828249,2.53844142,1011.174192
2022-02-26 22:06:00-08:00,-75.28,40.01,119.787,447.5319992,45.35632595,2.566729784,1011.191005
2022-02-26 22:07:00-08:00,-75.28,40.01,119.787,447.0103622,45.37547868,2.568452551,1011.19196
2022-02-26 22:08:00-08:00,-75.28,40.01,119.787,446.5989199,45.41294336,2.586673737,1011.204907
2022-02-26 22:09:00-08:00,-75.28,40.01,119.787,445.1521872,45.38441123,2.591193191,1011.221777
2022-02-26 22:10:00-08:00,-75.28,40.01,119.787,445.4550821,45.41939705,2.598428688,1011.229274
2022-02-26 22:11:00-08:00,-75.28,40.01,119.787,447.1908226,45.44949794,2.603362918,1011.238099
2022-02-26 22:12:00-08:00,-75.28,40.01,119.787,449.6300128,45.51381757,2.6054924,1011.245713
2022-02-26 22:13:00-08:00,-75.28,40.01,119.787,450.4372047,45.64910913,2.59162376,1011.230782
2022-02-26 22:14:00-08:00,-75.28,40.01,119.787,449.8955974,45.72743164,2.582493344,1011.206716
2022-02-26 22:15:00-08:00,-75.28,40.01,119.787,450.1829853,45.88802946,2.543698549,1011.178909
2022-02-26 22:16:00-08:00,-75.28,40.01,119.787,449.3075256,45.88462005,2.574740648,1011.138229
2022-02-26 22:17:00-08:00,-75.28,40.01,119.787,451.0380407,45.95107503,2.55458428,1011.096977
